code,sequence,operationType,tradeType,version,primaryOperationId,primaryOperationCode,primaryOperationSequence,isTrading,isServices,isGeneration,businessUnitDescription,isActive,partyId,partyCNPJ,partyName,partyAlias,partyAgentAcronym,partyAgentCode,partyProfileCode,partyProfileDescription,counterpartyId,counterpartyCNPJ,counterpartyName,counterpartyAlias,counterpartyAgentAcronym,counterpartyAgentCode,counterpartyProfileCode,counterpartyProfileDescription,counterPartyIsGroupCompany,userOperatorName,submarketDescription,energySourceDescription,priceTypeDescription,startDate,endDate,contractedVolumeMwm,contractedVolumeMwh,seasonalityVolumeMwh,seasonalityVolumeMwm,finalVolumeMwh,finalVolumeMwm,basePrice,price,nominalPrice,mtm,retusd,classifications,userCreatedName,createdAt,userModifiedName,modifiedAt,userDeletedName,deletedAt,userBackofficeName,userCommercialName,origin,bbceCode,hasFlexibility,isFlexibilityLoadCurve,isFlexibilityByPeriod,flexibilityPercentageBottom,flexibilityPercentageTop,hasSeasonality,isSeasonalityByPeriod,seasonalityPercentageBottom,seasonalityPercentageTop,hasModulation,isModulationLoadCurve,hasDefaultFinancialFlow,hasReadjustment,reajustmentIndex,readjustmentBaseDate,readjustmentFirstDate,hasGuarantee,guaranteeValue,guaranteeDueDate,guaranteeTypes,hasRepresentativeFactor,representativeFactorPercent,losses,cceeContractCode,needApportionment,spread,floor,ceiling,billingStatus,aprovalStatusId,aprovalStatusDescription,year,month,startDay,endDay,id,operationTypeId,_Link,priceVariableTypeId,priceVariableIndex,isDraft,userOperatorCouterPartyName,portfolios,consentingIntervenerCompanyName,proposalCode,proposalId,basePriceWithReadjustment,parentOperationId,availableToUpdateApportionment,isDistribuition,partyTypeId,counterpartyTypeId,codeCcee,draftCreatedDate,observations,counterpartyIsAgentInMigration,partyIsAgentInMigration,isRetail,modulationFormTypeId,maxFlexVolumeMwm,minFlexVolumeMwm,maxFlexVolumeMwh,minFlexVolumeMwh,mesAno,resultado
VC014-21,1,Venda,Venda,2023-08-01T17:15:01.1896457,,,,True,False,False,Trading,True,2200,09.495.582/0001-07,SAFIRA ADMINISTRACAO E COMERCIALIZACAO DE ENERGIA S.A.,Safira ADM,SAFIRA COM,2473,2473,SAFIRA COM,6316,01.771.241/0001-05,HITACHI ASTEMO MANAUS BRAKE SYSTEMS LTDA.,NISSIN BRAKE DO BRASIL,NISSIN BRAKE,56260,65934,NISSIN BRAKE,False,Philip Charles,Norte,Convencional,Fixo,2021-01-01T00:00:00,2024-12-31T00:00:00,0.95,684.0,671.972,0.93329444,739.169,1.02662361,145.45,166.95,123404.26,-18187.56,,VAREJO_MESA,Philip Charles,2020-05-22T16:44:34.0260583,,2023-08-01T14:15:01.2269296,,,,,Balcao,,True,False,False,10.0,10.0,True,True,10.0,10.0,False,,True,True,IPCA,2020-05-01T00:00:00,2021-01-01T00:00:00,False,,,,False,100.0,,,Não,,,,Autorizado,3,Aprovada editada,2022,9,1,30,c82ef179-353e-4bc5-82d4-41868787a66a,2,operations/c82ef179-353e-4bc5-82d4-41868787a66a,,,False,,,,,,166.95,,False,False,1.0,1.0,,,Porcentual de Atendimento : 2021: 41%  2022: 47%  2023: 100%  2024: 50%,False,False,False,0.0,1.045,0.855,752.4,615.6,2022-09-01,6116.824563194442
VC014-21,1,Venda,Venda,2023-08-01T17:15:01.1896457,,,,True,False,False,Trading,True,2200,09.495.582/0001-07,SAFIRA ADMINISTRACAO E COMERCIALIZACAO DE ENERGIA S.A.,Safira ADM,SAFIRA COM,2473,2473,SAFIRA COM,6316,01.771.241/0001-05,HITACHI ASTEMO MANAUS BRAKE SYSTEMS LTDA.,NISSIN BRAKE DO BRASIL,NISSIN BRAKE,56260,65934,NISSIN BRAKE,False,Philip Charles,Norte,Convencional,Fixo,2021-01-01T00:00:00,2024-12-31T00:00:00,0.95,706.8,692.509,0.93079167,761.76,1.02387097,145.45,166.95,127175.83,-18793.81,,VAREJO_MESA,Philip Charles,2020-05-22T16:44:34.0260583,,2023-08-01T14:15:01.2269296,,,,,Balcao,,True,False,False,10.0,10.0,True,True,10.0,10.0,False,,True,True,IPCA,2020-05-01T00:00:00,2021-01-01T00:00:00,False,,,,False,100.0,,,Não,,,,Autorizado,3,Aprovada editada,2022,10,1,31,c82ef179-353e-4bc5-82d4-41868787a66a,2,operations/c82ef179-353e-4bc5-82d4-41868787a66a,,,False,,,,,,166.95,,False,False,1.0,1.0,,,Porcentual de Atendimento : 2021: 41%  2022: 47%  2023: 100%  2024: 50%,False,False,False,0.0,1.045,0.855,777.48,636.1199999999999,2022-10-01,6114.300000000003
VC014-21,1,Venda,Venda,2023-08-01T17:15:01.1896457,,,,True,False,False,Trading,True,2200,09.495.582/0001-07,SAFIRA ADMINISTRACAO E COMERCIALIZACAO DE ENERGIA S.A.,Safira ADM,SAFIRA COM,2473,2473,SAFIRA COM,6316,01.771.241/0001-05,HITACHI ASTEMO MANAUS BRAKE SYSTEMS LTDA.,NISSIN BRAKE DO BRASIL,NISSIN BRAKE,56260,65934,NISSIN BRAKE,False,Philip Charles,Norte,Convencional,Fixo,2021-01-01T00:00:00,2024-12-31T00:00:00,0.95,684.0,671.888,0.93317778,739.077,1.02649583,145.45,166.95,123388.91,-18187.56,,VAREJO_MESA,Philip Charles,2020-05-22T16:44:34.0260583,,2023-08-01T14:15:01.2269296,,,,,Balcao,,True,False,False,10.0,10.0,True,True,10.0,10.0,False,,True,True,IPCA,2020-05-01T00:00:00,2021-01-01T00:00:00,False,,,,False,100.0,,,Não,,,,Autorizado,3,Aprovada editada,2022,11,1,30,c82ef179-353e-4bc5-82d4-41868787a66a,2,operations/c82ef179-353e-4bc5-82d4-41868787a66a,,,False,,,,,,166.95,,False,False,1.0,1.0,,,Porcentual de Atendimento : 2021: 41%  2022: 47%  2023: 100%  2024: 50%,False,False,False,0.0,1.045,0.855,752.4,615.6,2022-11-01,6127.316249999999
VC014-21,1,Venda,Venda,2023-08-01T17:15:01.1896457,,,,True,False,False,Trading,True,2200,09.495.582/0001-07,SAFIRA ADMINISTRACAO E COMERCIALIZACAO DE ENERGIA S.A.,Safira ADM,SAFIRA COM,2473,2473,SAFIRA COM,6316,01.771.241/0001-05,HITACHI ASTEMO MANAUS BRAKE SYSTEMS LTDA.,NISSIN BRAKE DO BRASIL,NISSIN BRAKE,56260,65934,NISSIN BRAKE,False,Philip Charles,Norte,Convencional,Fixo,2021-01-01T00:00:00,2024-12-31T00:00:00,0.5,372.0,406.919,0.54693414,447.6109,0.60162755,145.45,166.95,74728.66,-9891.48,,VAREJO_MESA,Philip Charles,2020-05-22T16:44:34.0260583,,2023-08-01T14:15:01.2269296,,,,,Balcao,,True,False,False,10.0,10.0,True,True,10.0,10.0,False,,True,True,IPCA,2020-05-01T00:00:00,2021-01-01T00:00:00,False,,,,False,100.0,,,Não,,,,Autorizado,3,Aprovada editada,2022,12,1,31,c82ef179-353e-4bc5-82d4-41868787a66a,2,operations/c82ef179-353e-4bc5-82d4-41868787a66a,,,False,,,,,,166.95,,False,False,1.0,1.0,,,Porcentual de Atendimento : 2021: 41%  2022: 47%  2023: 100%  2024: 50%,False,False,False,0.0,0.55,0.45,409.2,334.8,2022-12-01,4138.499999999998
VC014-21,1,Venda,Venda,2023-08-01T17:15:01.1896457,,,,True,False,False,Trading,True,2200,09.495.582/0001-07,SAFIRA ADMINISTRACAO E COMERCIALIZACAO DE ENERGIA S.A.,Safira ADM,SAFIRA COM,2473,2473,SAFIRA COM,6316,01.771.241/0001-05,HITACHI ASTEMO MANAUS BRAKE SYSTEMS LTDA.,NISSIN BRAKE DO BRASIL,NISSIN BRAKE,56260,65934,NISSIN BRAKE,False,Philip Charles,Norte,Convencional,Fixo,2021-01-01T00:00:00,2024-12-31T00:00:00,1.63,1212.72,1212.72,1.63,1333.992,1.793,149.86,181.96,242733.18,-10987.24,,VAREJO_MESA,Philip Charles,2020-05-22T16:44:34.0260583,,2023-08-01T14:15:01.2269296,,,,,Balcao,,True,False,False,10.0,10.0,True,True,10.0,10.0,False,,True,True,IPCA,2020-05-01T00:00:00,2021-01-01T00:00:00,False,,,,False,100.0,,,Não,,,,Autorizado,3,Aprovada editada,2023,1,1,31,c82ef179-353e-4bc5-82d4-41868787a66a,2,operations/c82ef179-353e-4bc5-82d4-41868787a66a,,,False,,,,,,181.96,,False,False,1.0,1.0,,,Porcentual de Atendimento : 2021: 41%  2022: 47%  2023: 100%  2024: 50%,False,False,False,0.0,1.793,1.4669999999999999,1333.9920000000002,1091.448,2023-01-01,13694.034239999994
VC014-21,1,Venda,Venda,2023-08-01T17:15:01.1896457,,,,True,False,False,Trading,True,2200,09.495.582/0001-07,SAFIRA ADMINISTRACAO E COMERCIALIZACAO DE ENERGIA S.A.,Safira ADM,SAFIRA COM,2473,2473,SAFIRA COM,6316,01.771.241/0001-05,HITACHI ASTEMO MANAUS BRAKE SYSTEMS LTDA.,NISSIN BRAKE DO BRASIL,NISSIN BRAKE,56260,65934,NISSIN BRAKE,False,Philip Charles,Norte,Convencional,Fixo,2021-01-01T00:00:00,2024-12-31T00:00:00,1.9,1276.8,1276.8,1.9,1404.48,2.09,149.86,181.96,255559.18,-11567.81,,VAREJO_MESA,Philip Charles,2020-05-22T16:44:34.0260583,,2023-08-01T14:15:01.2269296,,,,,Balcao,,True,False,False,10.0,10.0,True,True,10.0,10.0,False,,True,True,IPCA,2020-05-01T00:00:00,2021-01-01T00:00:00,False,,,,False,100.0,,,Não,,,,Autorizado,3,Aprovada editada,2023,2,1,28,c82ef179-353e-4bc5-82d4-41868787a66a,2,operations/c82ef179-353e-4bc5-82d4-41868787a66a,,,False,,,,,,181.96,,False,False,1.0,1.0,,,Porcentual de Atendimento : 2021: 41%  2022: 47%  2023: 100%  2024: 50%,False,False,False,0.0,2.09,1.71,1404.48,1149.12,2023-02-01,14430.743200000008
VC014-21,1,Venda,Venda,2023-08-01T17:15:01.1896457,,,,True,False,False,Trading,True,2200,09.495.582/0001-07,SAFIRA ADMINISTRACAO E COMERCIALIZACAO DE ENERGIA S.A.,Safira ADM,SAFIRA COM,2473,2473,SAFIRA COM,6316,01.771.241/0001-05,HITACHI ASTEMO MANAUS BRAKE SYSTEMS LTDA.,NISSIN BRAKE DO BRASIL,NISSIN BRAKE,56260,65934,NISSIN BRAKE,False,Philip Charles,Norte,Convencional,Fixo,2021-01-01T00:00:00,2024-12-31T00:00:00,2.1,1562.4,1562.4,2.1,1718.64,2.31,149.86,181.96,312723.73,-14155.34,,VAREJO_MESA,Philip Charles,2020-05-22T16:44:34.0260583,,2023-08-01T14:15:01.2269296,,,,,Balcao,,True,False,False,10.0,10.0,True,True,10.0,10.0,False,,True,True,IPCA,2020-05-01T00:00:00,2021-01-01T00:00:00,False,,,,False,100.0,,,Não,,,,Autorizado,3,Aprovada editada,2023,3,1,31,c82ef179-353e-4bc5-82d4-41868787a66a,2,operations/c82ef179-353e-4bc5-82d4-41868787a66a,,,False,,,,,,181.96,,False,False,1.0,1.0,,,Porcentual de Atendimento : 2021: 41%  2022: 47%  2023: 100%  2024: 50%,False,False,False,0.0,2.31,1.89,1718.64,1406.16,2023-03-01,17642.6208
VC014-21,1,Venda,Venda,2023-08-01T17:15:01.1896457,,,,True,False,False,Trading,True,2200,09.495.582/0001-07,SAFIRA ADMINISTRACAO E COMERCIALIZACAO DE ENERGIA S.A.,Safira ADM,SAFIRA COM,2473,2473,SAFIRA COM,6316,01.771.241/0001-05,HITACHI ASTEMO MANAUS BRAKE SYSTEMS LTDA.,NISSIN BRAKE DO BRASIL,NISSIN BRAKE,56260,65934,NISSIN BRAKE,False,Philip Charles,Norte,Convencional,Fixo,2021-01-01T00:00:00,2024-12-31T00:00:00,2.12,1526.4,1526.4,2.12,1679.04,2.332,149.86,181.96,305518.12,-13829.18,,VAREJO_MESA,Philip Charles,2020-05-22T16:44:34.0260583,,2023-08-01T14:15:01.2269296,,,,,Balcao,,True,False,False,10.0,10.0,True,True,10.0,10.0,False,,True,True,IPCA,2020-05-01T00:00:00,2021-01-01T00:00:00,False,,,,False,100.0,,,Não,,,,Autorizado,3,Aprovada editada,2023,4,1,30,c82ef179-353e-4bc5-82d4-41868787a66a,2,operations/c82ef179-353e-4bc5-82d4-41868787a66a,,,False,,,,,,181.96,,False,False,1.0,1.0,,,Porcentual de Atendimento : 2021: 41%  2022: 47%  2023: 100%  2024: 50%,False,False,False,0.0,2.3320000000000003,1.9080000000000001,1679.04,1373.76,2023-04-01,17236.108799999987
VC014-21,1,Venda,Venda,2023-08-01T17:15:01.1896457,,,,True,False,False,Trading,True,2200,09.495.582/0001-07,SAFIRA ADMINISTRACAO E COMERCIALIZACAO DE ENERGIA S.A.,Safira ADM,SAFIRA COM,2473,2473,SAFIRA COM,6316,01.771.241/0001-05,HITACHI ASTEMO MANAUS BRAKE SYSTEMS LTDA.,NISSIN BRAKE DO BRASIL,NISSIN BRAKE,56260,65934,NISSIN BRAKE,False,Philip Charles,Norte,Convencional,Fixo,2021-01-01T00:00:00,2024-12-31T00:00:00,2.1,1562.4,1562.4,2.1,1718.64,2.31,149.86,181.96,312723.73,-14155.34,,VAREJO_MESA,Philip Charles,2020-05-22T16:44:34.0260583,,2023-08-01T14:15:01.2269296,,,,,Balcao,,True,False,False,10.0,10.0,True,True,10.0,10.0,False,,True,True,IPCA,2020-05-01T00:00:00,2021-01-01T00:00:00,False,,,,False,100.0,,,Não,,,,Autorizado,3,Aprovada editada,2023,5,1,31,c82ef179-353e-4bc5-82d4-41868787a66a,2,operations/c82ef179-353e-4bc5-82d4-41868787a66a,,,False,,,,,,181.96,,False,False,1.0,1.0,,,Porcentual de Atendimento : 2021: 41%  2022: 47%  2023: 100%  2024: 50%,False,False,False,0.0,2.31,1.89,1718.64,1406.16,2023-05-01,17642.6208
VC014-21,1,Venda,Venda,2023-08-01T17:15:01.1896457,,,,True,False,False,Trading,True,2200,09.495.582/0001-07,SAFIRA ADMINISTRACAO E COMERCIALIZACAO DE ENERGIA S.A.,Safira ADM,SAFIRA COM,2473,2473,SAFIRA COM,6316,01.771.241/0001-05,HITACHI ASTEMO MANAUS BRAKE SYSTEMS LTDA.,NISSIN BRAKE DO BRASIL,NISSIN BRAKE,56260,65934,NISSIN BRAKE,False,Philip Charles,Norte,Convencional,Fixo,2021-01-01T00:00:00,2024-12-31T00:00:00,1.8,1296.0,1296.0,1.8,1425.6,1.98,149.86,181.96,259402.18,-11741.76,,VAREJO_MESA,Philip Charles,2020-05-22T16:44:34.0260583,,2023-08-01T14:15:01.2269296,,,,,Balcao,,True,False,False,10.0,10.0,True,True,10.0,10.0,False,,True,True,IPCA,2020-05-01T00:00:00,2021-01-01T00:00:00,False,,,,False,100.0,,,Não,,,,Autorizado,3,Aprovada editada,2023,6,1,30,c82ef179-353e-4bc5-82d4-41868787a66a,2,operations/c82ef179-353e-4bc5-82d4-41868787a66a,,,False,,,,,,181.96,,False,False,1.0,1.0,,,Porcentual de Atendimento : 2021: 41%  2022: 47%  2023: 100%  2024: 50%,False,False,False,0.0,1.98,1.62,1425.6,1166.4,2023-06-01,14634.43199999999
VC014-21,1,Venda,Venda,2023-08-01T17:15:01.1896457,,,,True,False,False,Trading,True,2200,09.495.582/0001-07,SAFIRA ADMINISTRACAO E COMERCIALIZACAO DE ENERGIA S.A.,Safira ADM,SAFIRA COM,2473,2473,SAFIRA COM,6316,01.771.241/0001-05,HITACHI ASTEMO MANAUS BRAKE SYSTEMS LTDA.,NISSIN BRAKE DO BRASIL,NISSIN BRAKE,56260,65934,NISSIN BRAKE,False,Philip Charles,Norte,Convencional,Fixo,2021-01-01T00:00:00,2024-12-31T00:00:00,1.41,1049.04,1049.04,1.41,1153.944,1.551,149.86,181.96,209971.65,-9504.3,,VAREJO_MESA,Philip Charles,2020-05-22T16:44:34.0260583,,2023-08-01T14:15:01.2269296,,,,,Balcao,,True,False,False,10.0,10.0,True,True,10.0,10.0,False,,True,True,IPCA,2020-05-01T00:00:00,2021-01-01T00:00:00,False,,,,False,100.0,,,Não,,,,Autorizado,3,Aprovada editada,2023,7,1,31,c82ef179-353e-4bc5-82d4-41868787a66a,2,operations/c82ef179-353e-4bc5-82d4-41868787a66a,,,False,,,,,,181.96,,False,False,1.0,1.0,,,Porcentual de Atendimento : 2021: 41%  2022: 47%  2023: 100%  2024: 50%,False,False,False,0.0,1.551,1.269,1153.944,944.136,2023-07-01,11845.75968
VI5033-21,1,Venda,Venda,2023-08-03T19:31:33.7992396,,,,True,False,False,Trading,True,2200,09.495.582/0001-07,SAFIRA ADMINISTRACAO E COMERCIALIZACAO DE ENERGIA S.A.,Safira ADM,SAFIRA COM,2473,2510,SAFIRA COM I5,2904,08.996.020/0001-76,QUALY FOODS LTDA,LOVATO,LOVATO,50378,44621,LOVATO CL 514,False,Philip Charles,Sul,Incentivada 50%,Fixo,2021-01-01T00:00:00,2023-12-31T00:00:00,0.1,74.4,,,81.84,0.11,197.0,206.23,16877.86,-3114.38,35.0,VAREJO_MESA,Philip Charles,2020-06-17T13:45:05.7455095,Eliane Nascimento,2023-08-03T16:31:33.675453,,,,,Balcao,,True,False,False,10.0,10.0,False,,,,False,,True,True,IPCA,2020-06-01T00:00:00,2021-01-01T00:00:00,False,,,,True,48.0,,1574734,Sim,,,,Autorizado,3,Aprovada editada,2021,1,1,31,94c3512c-e530-4404-9b6e-7c8017823ccf,2,operations/94c3512c-e530-4404-9b6e-7c8017823ccf,,,False,,,,,,206.23,,True,False,1.0,1.0,,,Porcentual da carga 50%,False,False,False,0.0,0.11,0.09,81.84,66.96000000000001,2021-01-01,-254.00270000000023
VI5033-21,1,Venda,Venda,2023-08-03T19:31:33.7992396,,,,True,False,False,Trading,True,2200,09.495.582/0001-07,SAFIRA ADMINISTRACAO E COMERCIALIZACAO DE ENERGIA S.A.,Safira ADM,SAFIRA COM,2473,2510,SAFIRA COM I5,2904,08.996.020/0001-76,QUALY FOODS LTDA,LOVATO,LOVATO,50378,44621,LOVATO CL 514,False,Philip Charles,Sul,Incentivada 50%,Fixo,2021-01-01T00:00:00,2023-12-31T00:00:00,0.1,67.2,,,73.92,0.11,197.0,206.23,15244.52,-2812.99,35.0,VAREJO_MESA,Philip Charles,2020-06-17T13:45:05.7455095,Eliane Nascimento,2023-08-03T16:31:33.675453,,,,,Balcao,,True,False,False,10.0,10.0,False,,,,False,,True,True,IPCA,2020-06-01T00:00:00,2021-01-01T00:00:00,False,,,,True,48.0,,1574734,Sim,,,,Autorizado,3,Aprovada editada,2021,2,1,28,94c3512c-e530-4404-9b6e-7c8017823ccf,2,operations/94c3512c-e530-4404-9b6e-7c8017823ccf,,,False,,,,,,206.23,,True,False,1.0,1.0,,,Porcentual da carga 50%,False,False,False,0.0,0.11,0.09,73.92,60.48,2021-02-01,281.1294
VI5033-21,1,Venda,Venda,2023-08-03T19:31:33.7992396,,,,True,False,False,Trading,True,2200,09.495.582/0001-07,SAFIRA ADMINISTRACAO E COMERCIALIZACAO DE ENERGIA S.A.,Safira ADM,SAFIRA COM,2473,2510,SAFIRA COM I5,2904,08.996.020/0001-76,QUALY FOODS LTDA,LOVATO,LOVATO,50378,44621,LOVATO CL 514,False,Philip Charles,Sul,Incentivada 50%,Fixo,2021-01-01T00:00:00,2023-12-31T00:00:00,0.1,74.4,,,81.84,0.11,197.0,206.23,16877.86,-3114.38,35.0,VAREJO_MESA,Philip Charles,2020-06-17T13:45:05.7455095,Eliane Nascimento,2023-08-03T16:31:33.675453,,,,,Balcao,,True,False,False,10.0,10.0,False,,,,False,,True,True,IPCA,2020-06-01T00:00:00,2021-01-01T00:00:00,False,,,,True,48.0,,1574734,Sim,,,,Autorizado,3,Aprovada editada,2021,3,1,31,94c3512c-e530-4404-9b6e-7c8017823ccf,2,operations/94c3512c-e530-4404-9b6e-7c8017823ccf,,,False,,,,,,206.23,,True,False,1.0,1.0,,,Porcentual da carga 50%,False,False,False,0.0,0.11,0.09,81.84,66.96000000000001,2021-03-01,713.8946999999998
VI5029-21,1,Venda,Venda,2023-08-02T17:25:48.4940014,,,,True,False,False,Trading,True,2200,09.495.582/0001-07,SAFIRA ADMINISTRACAO E COMERCIALIZACAO DE ENERGIA S.A.,Safira ADM,SAFIRA COM,2473,2510,SAFIRA COM I5,3013,15.815.491/0001-04,INDUSTRIA DE TRANSFORMADORES AMAZONAS LTDA,ITAM,ITAM CL,53339,44888,ITAM CL,False,ANDRESSA FERREIRA GOUVEIA,Norte,Incentivada 50%,Fixo,2021-01-01T00:00:00,2023-12-31T00:00:00,0.158,117.552,,,105.797,0.14220027,188.0,265.27,28064.77,-3022.26,35.0,VAREJO_MESA,ANDRESSA FERREIRA GOUVEIA,2020-06-05T16:22:14.1511117,,2023-08-02T14:25:48.5286484,,,,,Balcao,,True,False,False,10.0,10.0,False,,,,False,,True,True,IGPM,2020-06-01T00:00:00,2021-01-01T00:00:00,False,,,,False,100.0,,1634385,Não,,,,Autorizado,3,Aprovada editada,2022,8,1,31,2b379fa4-be6f-4e28-8ef2-2451a07cac15,2,operations/2b379fa4-be6f-4e28-8ef2-2451a07cac15,,,False,,,,,,265.27,,False,False,1.0,1.0,,,,False,False,False,0.0,0.17379999999999998,0.1422,129.30720000000002,105.7968,2022-08-01,-2214.2342089381737
VI5029-21,1,Venda,Venda,2023-08-02T17:25:48.4940014,,,,True,False,False,Trading,True,2200,09.495.582/0001-07,SAFIRA ADMINISTRACAO E COMERCIALIZACAO DE ENERGIA S.A.,Safira ADM,SAFIRA COM,2473,2510,SAFIRA COM I5,3013,15.815.491/0001-04,INDUSTRIA DE TRANSFORMADORES AMAZONAS LTDA,ITAM,ITAM CL,53339,44888,ITAM CL,False,ANDRESSA FERREIRA GOUVEIA,Norte,Incentivada 50%,Fixo,2021-01-01T00:00:00,2023-12-31T00:00:00,0.158,113.76,,,125.136,0.1738,188.0,265.27,33194.83,-2924.77,35.0,VAREJO_MESA,ANDRESSA FERREIRA GOUVEIA,2020-06-05T16:22:14.1511117,,2023-08-02T14:25:48.5286484,,,,,Balcao,,True,False,False,10.0,10.0,False,,,,False,,True,True,IGPM,2020-06-01T00:00:00,2021-01-01T00:00:00,False,,,,False,100.0,,,Não,,,,Autorizado,3,Aprovada editada,2022,9,1,30,2b379fa4-be6f-4e28-8ef2-2451a07cac15,2,operations/2b379fa4-be6f-4e28-8ef2-2451a07cac15,,,False,,,,,,265.27,,False,False,1.0,1.0,,,,False,False,False,0.0,0.17379999999999998,0.1422,125.13600000000001,102.384,2022-09-01,2379.794419999998
VI5029-21,1,Venda,Venda,2023-08-02T17:25:48.4940014,,,,True,False,False,Trading,True,2200,09.495.582/0001-07,SAFIRA ADMINISTRACAO E COMERCIALIZACAO DE ENERGIA S.A.,Safira ADM,SAFIRA COM,2473,2510,SAFIRA COM I5,3013,15.815.491/0001-04,INDUSTRIA DE TRANSFORMADORES AMAZONAS LTDA,ITAM,ITAM CL,53339,44888,ITAM CL,False,ANDRESSA FERREIRA GOUVEIA,Norte,Incentivada 50%,Fixo,2021-01-01T00:00:00,2023-12-31T00:00:00,0.158,117.552,,,132.743,0.17841801,188.0,260.57,34588.84,-3022.26,35.0,VAREJO_MESA,ANDRESSA FERREIRA GOUVEIA,2020-06-05T16:22:14.1511117,,2023-08-02T14:25:48.5286484,,,,,Balcao,,True,False,False,10.0,10.0,False,,,,False,,True,True,IGPM,2020-06-01T00:00:00,2021-01-01T00:00:00,False,,,,False,100.0,,,Não,,,,Autorizado,3,Aprovada editada,2022,10,1,31,2b379fa4-be6f-4e28-8ef2-2451a07cac15,2,operations/2b379fa4-be6f-4e28-8ef2-2451a07cac15,,,False,,,,,,265.27,,False,False,1.0,1.0,,,,False,False,False,0.0,0.17379999999999998,0.1422,129.30720000000002,105.7968,2022-10-01,2463.5372640000032
VI5029-21,1,Venda,Venda,2023-08-02T17:25:48.4940014,,,,True,False,False,Trading,True,2200,09.495.582/0001-07,SAFIRA ADMINISTRACAO E COMERCIALIZACAO DE ENERGIA S.A.,Safira ADM,SAFIRA COM,2473,2510,SAFIRA COM I5,3013,15.815.491/0001-04,INDUSTRIA DE TRANSFORMADORES AMAZONAS LTDA,ITAM,ITAM CL,53339,44888,ITAM CL,False,ANDRESSA FERREIRA GOUVEIA,Norte,Incentivada 50%,Fixo,2021-01-01T00:00:00,2023-12-31T00:00:00,0.158,113.76,,,119.1702255,0.1655142,188.0,265.27,31612.23,-2924.77,35.0,VAREJO_MESA,ANDRESSA FERREIRA GOUVEIA,2020-06-05T16:22:14.1511117,,2023-08-02T14:25:48.5286484,,,,,Balcao,,True,False,False,10.0,10.0,False,,,,False,,True,True,IGPM,2020-06-01T00:00:00,2021-01-01T00:00:00,False,,,,False,100.0,,,Não,,,,Autorizado,3,Aprovada editada,2022,11,1,30,2b379fa4-be6f-4e28-8ef2-2451a07cac15,2,operations/2b379fa4-be6f-4e28-8ef2-2451a07cac15,,,False,,,,,,265.27,,False,False,1.0,1.0,,,,False,False,False,0.0,0.17379999999999998,0.1422,125.13600000000001,102.384,2022-11-01,1133.820958034999
VI5029-21,1,Venda,Venda,2023-08-02T17:25:48.4940014,,,,True,False,False,Trading,True,2200,09.495.582/0001-07,SAFIRA ADMINISTRACAO E COMERCIALIZACAO DE ENERGIA S.A.,Safira ADM,SAFIRA COM,2473,2510,SAFIRA COM I5,3013,15.815.491/0001-04,INDUSTRIA DE TRANSFORMADORES AMAZONAS LTDA,ITAM,ITAM CL,53339,44888,ITAM CL,False,ANDRESSA FERREIRA GOUVEIA,Norte,Incentivada 50%,Fixo,2021-01-01T00:00:00,2023-12-31T00:00:00,0.158,117.552,,,120.6300688,0.16213719,188.0,265.27,31999.52,-3022.26,35.0,VAREJO_MESA,ANDRESSA FERREIRA GOUVEIA,2020-06-05T16:22:14.1511117,,2023-08-02T14:25:48.5286484,,,,,Balcao,,True,False,False,10.0,10.0,False,,,,False,,True,True,IGPM,2020-06-01T00:00:00,2021-01-01T00:00:00,False,,,,False,100.0,,,Não,,,,Autorizado,3,Aprovada editada,2022,12,1,31,2b379fa4-be6f-4e28-8ef2-2451a07cac15,2,operations/2b379fa4-be6f-4e28-8ef2-2451a07cac15,,,False,,,,,,265.27,,False,False,1.0,1.0,,,,False,False,False,0.0,0.17379999999999998,0.1422,129.30720000000002,105.7968,2022-12-01,645.0708784159993
VI5029-21,1,Venda,Venda,2023-08-02T17:25:48.4940014,,,,True,False,False,Trading,True,2200,09.495.582/0001-07,SAFIRA ADMINISTRACAO E COMERCIALIZACAO DE ENERGIA S.A.,Safira ADM,SAFIRA COM,2473,2510,SAFIRA COM I5,3013,15.815.491/0001-04,INDUSTRIA DE TRANSFORMADORES AMAZONAS LTDA,ITAM,ITAM CL,53339,44888,ITAM CL,False,ANDRESSA FERREIRA GOUVEIA,Norte,Incentivada 50%,Fixo,2021-01-01T00:00:00,2023-12-31T00:00:00,0.158,117.552,,,160.333,0.21550134,188.0,244.09,39135.68,-1494.09,35.0,VAREJO_MESA,ANDRESSA FERREIRA GOUVEIA,2020-06-05T16:22:14.1511117,,2023-08-02T14:25:48.5286484,,,,,Balcao,,True,False,False,10.0,10.0,False,,,,False,,True,True,IGPM,2020-06-01T00:00:00,2021-01-01T00:00:00,False,,,,False,100.0,,,Não,,,,Autorizado,3,Aprovada editada,2023,1,1,31,2b379fa4-be6f-4e28-8ef2-2451a07cac15,2,operations/2b379fa4-be6f-4e28-8ef2-2451a07cac15,,,False,,,,,,279.73,,False,False,1.0,1.0,,,,False,False,False,0.0,0.17379999999999998,0.1422,129.30720000000002,105.7968,2023-01-01,2476.7030880000034
